timestamp,batch_name,gateway,model,api,provider,scenario_name,continent,country_code,city,region,as_name,conn_type,ttft,ttfb,total_time,success,error,finish_reason,model_used,flow_host,flow_remote_ip,flow_alpn,flow_http_status,flow_server,flow_conn_fresh
2026-08-06 01:18:01.412+00,batch-1785979061330,Edgee,gpt-5.4,openai,openai,simple,NA,US,the dalles,OR,google llc,Wired,2773,65,4040,true,,stop,gpt-5.4-2026-03-05,edgee.io,16.174.107.117,http/1.1,200,,false
2026-08-06 01:18:01.565+00,batch-1785978969982,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,NA,CA,toronto,ON,google llc,Wired,1057,1048,4942,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.1,http/1.1,200,Vercel,true
2026-08-06 01:18:03.281+00,batch-1785979047640,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,north charleston,SC,google llc,Wired,2324,2322,6118,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.2.115,http/1.1,200,cloudflare,true
2026-08-06 01:18:04.082+00,batch-1785978974404,Vercel,gpt-5.4,openai,openai,simple,SA,CL,santiago,RM,google llc,Wired,934,924,2388,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:18:04.290+00,batch-1785978974072,Vercel,gpt-5.4,openai,openai,simple,SA,BR,são paulo,SP,google llc,Wired,804,795,2266,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:18:05.330+00,batch-1785978969982,Cloudflare,gpt-5.4,openai,openai,simple,NA,CA,toronto,ON,google llc,Wired,663,662,1867,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:18:05.466+00,batch-1785979046632,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,council bluffs,IA,google llc,Wired,1043,1033,5028,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.3.115,http/1.1,200,cloudflare,true
2026-08-06 01:18:05.772+00,batch-1785978969043,Cloudflare,gpt-5.4,openai,openai,simple,NA,MX,querétaro,QUE,google llc,Wired,571,568,2014,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:18:10.059+00,batch-1785979061330,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,the dalles,OR,google llc,Wired,2348,162,5708,true,,end_turn,claude-sonnet-4-6,edgee.io,16.174.107.117,http/1.1,200,,true
2026-08-06 01:18:12.016+00,batch-1785978974404,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,SA,CL,santiago,RM,google llc,Wired,1295,1288,5030,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.123.1,http/1.1,200,Vercel,true
2026-08-06 01:18:12.802+00,batch-1785978969982,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,NA,CA,toronto,ON,google llc,Wired,918,918,4702,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-06 01:18:14.315+00,batch-1785979061330,OpenRouter,gpt-5.4,openai,openai,simple,NA,US,the dalles,OR,google llc,Wired,761,449,2127,true,,stop,openai/gpt-5.4,openrouter.ai,,,200,cloudflare,
2026-08-06 01:18:14.545+00,batch-1785978974072,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,SA,BR,são paulo,SP,google llc,Wired,3236,3218,7290,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.123.129,http/1.1,200,Vercel,true
2026-08-06 01:18:15.010+00,batch-1785978969043,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,NA,MX,querétaro,QUE,google llc,Wired,2346,2309,6630,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-06 01:18:15.632+00,batch-1785979091469,OpenAI (Direct),gpt-5.4,openai,openai,simple,NA,US,los angeles,CA,google llc,Wired,736,735,1910,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-06 01:18:17.206+00,batch-1785979092697,OpenAI (Direct),gpt-5.4,openai,openai,simple,NA,US,salt lake city,UT,google llc,Wired,719,703,2130,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-06 01:18:17.265+00,batch-1785978969982,Kong,gpt-5.4,openai,openai,simple,NA,CA,toronto,ON,google llc,Wired,1514,1513,2202,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:18:17.387+00,batch-1785978974404,Cloudflare,gpt-5.4,openai,openai,simple,SA,CL,santiago,RM,google llc,Wired,882,881,2409,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:18:18.344+00,batch-1785979091179,OpenAI (Direct),gpt-5.4,openai,openai,simple,NA,US,las vegas,NV,google llc,Wired,886,881,2218,true,,stop,gpt-5.4-2026-03-05,api.openai.com,,,200,cloudflare,
2026-08-06 01:18:18.518+00,batch-1785978974072,Cloudflare,gpt-5.4,openai,openai,simple,SA,BR,são paulo,SP,google llc,Wired,678,676,1900,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:18:19.956+00,batch-1785978969043,Kong,gpt-5.4,openai,openai,simple,NA,MX,querétaro,QUE,google llc,Wired,1557,1556,2179,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:18:22.049+00,batch-1785979061330,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,the dalles,OR,google llc,Wired,1096,1096,4987,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.2.115,http/1.1,200,cloudflare,true
2026-08-06 01:18:22.804+00,batch-1785979091469,Anthropic (Direct),claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,los angeles,CA,google llc,Wired,853,852,4620,true,,end_turn,claude-sonnet-4-6,api.anthropic.com,160.79.104.10,http/1.1,200,cloudflare,false
2026-08-06 01:18:25.192+00,batch-1785978969982,Kong,claude-sonnet-4-6,openai,anthropic,simple,NA,CA,toronto,ON,google llc,Wired,5238,5237,5238,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:18:25.927+00,batch-1785979091179,Anthropic (Direct),claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,las vegas,NV,google llc,Wired,904,903,4413,true,,end_turn,claude-sonnet-4-6,api.anthropic.com,160.79.104.10,http/1.1,200,cloudflare,false
2026-08-06 01:18:26.013+00,batch-1785978974404,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,SA,CL,santiago,RM,google llc,Wired,1115,1114,5093,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-06 01:18:26.923+00,batch-1785978974072,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,SA,BR,são paulo,SP,google llc,Wired,1129,1129,4775,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.66,http/1.1,200,cloudflare,false
2026-08-06 01:18:27.040+00,batch-1785979030137,TrueFoundry,gpt-5.4,openai,openai,simple,NA,US,dallas,TX,google llc,Wired,709,684,1763,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:27.117+00,batch-1785979091469,Edgee,gpt-5.4,openai,openai,simple,NA,US,los angeles,CA,google llc,Wired,846,34,2215,true,,stop,gpt-5.4-2026-03-05,edgee.io,54.177.210.98,http/1.1,200,,false
2026-08-06 01:18:27.832+00,batch-1785979092697,Anthropic (Direct),claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,salt lake city,UT,google llc,Wired,844,837,4726,true,,end_turn,claude-sonnet-4-6,api.anthropic.com,160.79.104.10,http/1.1,200,cloudflare,false
2026-08-06 01:18:27.848+00,batch-1785978969043,Kong,claude-sonnet-4-6,openai,anthropic,simple,NA,MX,querétaro,QUE,google llc,Wired,4796,4795,4796,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:18:30.121+00,batch-1785979091179,Edgee,gpt-5.4,openai,openai,simple,NA,US,las vegas,NV,google llc,Wired,757,29,2214,true,,stop,gpt-5.4-2026-03-05,edgee.io,52.8.126.178,http/1.1,200,,false
2026-08-06 01:18:31.070+00,batch-1785978974404,Kong,gpt-5.4,openai,openai,simple,SA,CL,santiago,RM,google llc,Wired,1859,1859,2420,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:18:31.279+00,batch-1785979035963,TrueFoundry,gpt-5.4,openai,openai,simple,NA,US,washington,DC,google llc,Wired,550,525,1797,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:31.868+00,batch-1785979092697,Edgee,gpt-5.4,openai,openai,simple,NA,US,salt lake city,UT,google llc,Wired,998,39,2241,true,,stop,gpt-5.4-2026-03-05,edgee.io,54.177.210.98,http/1.1,200,,false
2026-08-06 01:18:31.922+00,batch-1785978974072,Kong,gpt-5.4,openai,openai,simple,SA,BR,são paulo,SP,google llc,Wired,1548,1547,2124,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:18:34.545+00,batch-1785979030137,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,NA,US,dallas,TX,google llc,Wired,963,962,4727,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:34.682+00,batch-1785979031978,TrueFoundry,gpt-5.4,openai,openai,simple,NA,US,columbus,OH,google llc,Wired,539,514,1738,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:34.835+00,batch-1785979091469,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,los angeles,CA,google llc,Wired,1084,45,4936,true,,end_turn,claude-sonnet-4-6,edgee.io,52.8.126.178,http/1.1,200,,true
2026-08-06 01:18:37.487+00,batch-1785979091179,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,las vegas,NV,google llc,Wired,897,71,4673,true,,end_turn,claude-sonnet-4-6,edgee.io,54.177.210.98,http/1.1,200,,true
2026-08-06 01:18:38.922+00,batch-1785979092697,Edgee,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,salt lake city,UT,google llc,Wired,992,99,4592,true,,end_turn,claude-sonnet-4-6,edgee.io,52.8.126.178,http/1.1,200,,true
2026-08-06 01:18:38.993+00,batch-1785979035963,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,NA,US,washington,DC,google llc,Wired,1468,1466,5267,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:39.236+00,batch-1785978974404,Kong,claude-sonnet-4-6,openai,anthropic,simple,SA,CL,santiago,RM,google llc,Wired,5285,5284,5285,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:18:41.428+00,batch-1785979091469,OpenRouter,gpt-5.4,openai,openai,simple,NA,US,los angeles,CA,google llc,Wired,2708,732,4272,true,,stop,openai/gpt-5.4,openrouter.ai,,,200,cloudflare,
2026-08-06 01:18:41.977+00,batch-1785979047640,TrueFoundry,gpt-5.4,openai,openai,simple,NA,US,north charleston,SC,google llc,Wired,588,564,1973,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:42.674+00,batch-1785979031978,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,NA,US,columbus,OH,google llc,Wired,931,930,4428,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:42.685+00,batch-1785979091179,OpenRouter,gpt-5.4,openai,openai,simple,NA,US,las vegas,NV,google llc,Wired,808,522,2865,true,,stop,openai/gpt-5.4,openrouter.ai,,,200,cloudflare,
2026-08-06 01:18:43.567+00,batch-1785979092697,OpenRouter,gpt-5.4,openai,openai,simple,NA,US,salt lake city,UT,google llc,Wired,805,546,2184,true,,stop,openai/gpt-5.4,openrouter.ai,,,200,cloudflare,
2026-08-06 01:18:46.605+00,batch-1785979046632,TrueFoundry,gpt-5.4,openai,openai,simple,NA,US,council bluffs,IA,google llc,Wired,765,742,1985,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:47.684+00,batch-1785978974072,Kong,claude-sonnet-4-6,openai,anthropic,simple,SA,BR,são paulo,SP,google llc,Wired,7494,7493,7495,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:18:49.322+00,batch-1785979047640,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,NA,US,north charleston,SC,google llc,Wired,900,899,4960,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:49.973+00,batch-1785979091179,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,las vegas,NV,google llc,Wired,1119,1111,4580,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.2.115,http/1.1,200,cloudflare,true
2026-08-06 01:18:50.448+00,batch-1785979091469,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,los angeles,CA,google llc,Wired,1771,1740,6365,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.3.115,http/1.1,200,cloudflare,true
2026-08-06 01:18:51.034+00,batch-1785979092697,OpenRouter,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,salt lake city,UT,google llc,Wired,1579,1578,5038,true,,end_turn,anthropic/claude-sonnet-4.6,openrouter.ai,104.18.3.115,http/1.1,200,cloudflare,true
2026-08-06 01:18:51.677+00,batch-1785979030137,Vercel,gpt-5.4,openai,openai,simple,NA,US,dallas,TX,google llc,Wired,584,575,2184,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:18:53.539+00,batch-1785979035963,Vercel,gpt-5.4,openai,openai,simple,NA,US,washington,DC,google llc,Wired,677,669,1876,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:18:53.613+00,batch-1785979046632,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,NA,US,council bluffs,IA,google llc,Wired,1018,1017,4580,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:18:59.032+00,batch-1785979031978,Vercel,gpt-5.4,openai,openai,simple,NA,US,columbus,OH,google llc,Wired,651,641,2169,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:18:59.559+00,batch-1785979030137,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,dallas,TX,google llc,Wired,1761,1752,5466,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.129,http/1.1,200,Vercel,true
2026-08-06 01:19:02.183+00,batch-1785979035963,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,washington,DC,google llc,Wired,1139,1133,4943,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.123.193,http/1.1,200,Vercel,true
2026-08-06 01:19:04.252+00,batch-1785979030137,Cloudflare,gpt-5.4,openai,openai,simple,NA,US,dallas,TX,google llc,Wired,583,582,2150,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:19:05.650+00,batch-1785979061330,TrueFoundry,gpt-5.4,openai,openai,simple,NA,US,the dalles,OR,google llc,Wired,1434,1410,2826,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:19:06.526+00,batch-1785979035963,Cloudflare,gpt-5.4,openai,openai,simple,NA,US,washington,DC,google llc,Wired,950,949,2360,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:19:07.141+00,batch-1785979047640,Vercel,gpt-5.4,openai,openai,simple,NA,US,north charleston,SC,google llc,Wired,588,579,2319,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:19:07.158+00,batch-1785979031978,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,columbus,OH,google llc,Wired,1016,994,4964,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.65,http/1.1,200,Vercel,true
2026-08-06 01:19:09.590+00,batch-1785979046632,Vercel,gpt-5.4,openai,openai,simple,NA,US,council bluffs,IA,google llc,Wired,1003,959,2236,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:19:11.283+00,batch-1785979031978,Cloudflare,gpt-5.4,openai,openai,simple,NA,US,columbus,OH,google llc,Wired,662,640,2036,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:19:12.063+00,batch-1785979030137,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,dallas,TX,google llc,Wired,949,949,4780,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-06 01:19:14.316+00,batch-1785979047640,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,north charleston,SC,google llc,Wired,1044,1036,4667,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.1,http/1.1,200,Vercel,true
2026-08-06 01:19:15.137+00,batch-1785979061330,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,NA,US,the dalles,OR,google llc,Wired,1108,1108,4789,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:19:15.689+00,batch-1785979035963,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,washington,DC,google llc,Wired,891,891,4835,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-06 01:19:16.542+00,batch-1785979030137,Kong,gpt-5.4,openai,openai,simple,NA,US,dallas,TX,google llc,Wired,1413,1412,2070,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:17.524+00,batch-1785979046632,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,council bluffs,IA,google llc,Wired,1201,1192,5001,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.123.1,http/1.1,200,Vercel,true
2026-08-06 01:19:18.979+00,batch-1785979047640,Cloudflare,gpt-5.4,openai,openai,simple,NA,US,north charleston,SC,google llc,Wired,692,691,2140,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:19:19.717+00,batch-1785979031978,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,columbus,OH,google llc,Wired,1174,1173,4894,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.66,http/1.1,200,cloudflare,false
2026-08-06 01:19:20.012+00,batch-1785979035963,Kong,gpt-5.4,openai,openai,simple,NA,US,washington,DC,google llc,Wired,1570,1569,2264,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:21.759+00,batch-1785979046632,Cloudflare,gpt-5.4,openai,openai,simple,NA,US,council bluffs,IA,google llc,Wired,619,618,1982,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:19:23.949+00,batch-1785979030137,Kong,claude-sonnet-4-6,openai,anthropic,simple,NA,US,dallas,TX,google llc,Wired,4922,4922,4922,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:24.190+00,batch-1785979031978,Kong,gpt-5.4,openai,openai,simple,NA,US,columbus,OH,google llc,Wired,1589,1588,2364,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:26.304+00,batch-1785979047640,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,north charleston,SC,google llc,Wired,1134,1124,4972,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-06 01:19:27.556+00,batch-1785979035963,Kong,claude-sonnet-4-6,openai,anthropic,simple,NA,US,washington,DC,google llc,Wired,4883,4882,4884,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:29.105+00,batch-1785979046632,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,council bluffs,IA,google llc,Wired,967,966,4845,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.66,http/1.1,200,cloudflare,false
2026-08-06 01:19:30.804+00,batch-1785979047640,Kong,gpt-5.4,openai,openai,simple,NA,US,north charleston,SC,google llc,Wired,1300,1299,2311,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:31.730+00,batch-1785979061330,Vercel,gpt-5.4,openai,openai,simple,NA,US,the dalles,OR,google llc,Wired,638,629,1984,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:19:32.320+00,batch-1785979031978,Kong,claude-sonnet-4-6,openai,anthropic,simple,NA,US,columbus,OH,google llc,Wired,4782,4782,4783,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:32.586+00,batch-1785979092697,TrueFoundry,gpt-5.4,openai,openai,simple,NA,US,salt lake city,UT,google llc,Wired,700,676,2184,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:19:33.718+00,batch-1785979046632,Kong,gpt-5.4,openai,openai,simple,NA,US,council bluffs,IA,google llc,Wired,1691,1691,2461,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:33.890+00,batch-1785979091179,TrueFoundry,gpt-5.4,openai,openai,simple,NA,US,las vegas,NV,google llc,Wired,1103,1063,2651,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:19:34.024+00,batch-1785979091469,TrueFoundry,gpt-5.4,openai,openai,simple,NA,US,los angeles,CA,google llc,Wired,713,690,1965,true,,stop,gpt-5.4-2026-03-05,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:19:38.736+00,batch-1785979047640,Kong,claude-sonnet-4-6,openai,anthropic,simple,NA,US,north charleston,SC,google llc,Wired,5346,5345,5346,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:38.965+00,batch-1785979061330,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,the dalles,OR,google llc,Wired,1153,1144,4601,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.123.65,http/1.1,200,Vercel,true
2026-08-06 01:19:39.675+00,batch-1785979092697,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,NA,US,salt lake city,UT,google llc,Wired,962,961,4622,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:19:40.976+00,batch-1785979046632,Kong,claude-sonnet-4-6,openai,anthropic,simple,NA,US,council bluffs,IA,google llc,Wired,4630,4629,4630,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:41.678+00,batch-1785979091469,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,NA,US,los angeles,CA,google llc,Wired,1408,1408,5209,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:19:42.808+00,batch-1785979061330,Cloudflare,gpt-5.4,openai,openai,simple,NA,US,the dalles,OR,google llc,Wired,631,630,1657,true,,stop,gpt-5.4-2026-03-05,gateway.ai.cloudflare.com,,,200,cloudflare,
2026-08-06 01:19:43.026+00,batch-1785979091179,TrueFoundry,claude-sonnet-4-6,openai,anthropic,simple,NA,US,las vegas,NV,google llc,Wired,1993,1992,5846,true,,stop,claude-sonnet-4-6,gateway.truefoundry.ai,,,200,cloudflare,
2026-08-06 01:19:50.259+00,batch-1785979061330,Cloudflare,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,the dalles,OR,google llc,Wired,970,970,4884,true,,end_turn,claude-sonnet-4-6,gateway.ai.cloudflare.com,172.65.90.67,http/1.1,200,cloudflare,false
2026-08-06 01:19:54.972+00,batch-1785979061330,Kong,gpt-5.4,openai,openai,simple,NA,US,the dalles,OR,google llc,Wired,1433,1433,2113,true,,stop,gpt-5.4-2026-03-05,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:19:57.328+00,batch-1785979092697,Vercel,gpt-5.4,openai,openai,simple,NA,US,salt lake city,UT,google llc,Wired,1347,1340,2890,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:19:57.900+00,batch-1785979091469,Vercel,gpt-5.4,openai,openai,simple,NA,US,los angeles,CA,google llc,Wired,704,696,2150,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:19:59.127+00,batch-1785979091179,Vercel,gpt-5.4,openai,openai,simple,NA,US,las vegas,NV,google llc,Wired,816,807,2170,true,,stop,openai/gpt-5.4,ai-gateway.vercel.sh,,,200,Vercel,
2026-08-06 01:20:02.996+00,batch-1785979061330,Kong,claude-sonnet-4-6,openai,anthropic,simple,NA,US,the dalles,OR,google llc,Wired,5051,5050,5051,true,,,claude-sonnet-4-6,44e4ea92a8.eu.serverless.gateways.konggateway.com,,,200,cloudflare,
2026-08-06 01:20:05.659+00,batch-1785979092697,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,salt lake city,UT,google llc,Wired,1190,1173,5706,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.1,http/1.1,200,Vercel,true
2026-08-06 01:20:06.432+00,batch-1785979091469,Vercel,claude-sonnet-4-6,anthropic,anthropic,simple,NA,US,los angeles,CA,google llc,Wired,1200,1156,4940,true,,end_turn,anthropic/claude-sonnet-4.6,ai-gateway.vercel.sh,64.239.109.193,http/1.1,200,Vercel,true
